signal,signal_strength,bundle_size,bundle,pass_rate,mean_score,classified_rate,cascade_rate,avg_distractors,worst_task_rate
very_strong,0.7,4,UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.041,0.2389,0.4826,0.341,0.6243,0.0
strong,0.46,4,MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.041,0.2241,0.4097,0.3646,0.5674,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.041,0.2158,0.434,0.3868,0.7229,0.0
standard,0.24,5,EXTRACT_GIVENS+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.041,0.2104,0.5007,0.3625,0.5083,0.0
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES,0.041,0.2044,0.3771,0.3951,0.6521,0.0
very_strong,0.7,3,UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.041,0.2002,0.3722,0.4083,0.5813,0.0
standard,0.24,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0403,0.2465,0.4972,0.3215,0.5757,0.0167
standard,0.24,6,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0403,0.2339,0.5021,0.3451,0.5785,0.0167
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0403,0.287,0.4965,0.3257,0.7583,0.0111
standard,0.24,5,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0403,0.2782,0.5354,0.3021,0.4535,0.0111
standard,0.24,6,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0403,0.2753,0.5215,0.2944,0.5333,0.0111
saturated,0.95,5,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0403,0.2688,0.4667,0.3104,0.7743,0.0111
standard,0.24,5,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0403,0.2632,0.5854,0.3181,0.5083,0.0111
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0403,0.257,0.5257,0.3236,0.5437,0.0111
standard,0.24,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.0403,0.243,0.5146,0.3312,0.4701,0.0111
strong,0.46,3,MAP_RELATION+VERIFY_RESULT+COMPARE_AXES,0.0403,0.267,0.4924,0.3389,0.441,0.0056
standard,0.24,4,UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0403,0.2385,0.5597,0.334,0.4868,0.0056
standard,0.24,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0403,0.2243,0.4958,0.3375,0.5417,0.0056
standard,0.24,2,MAP_RELATION+VERIFY_RESULT,0.0403,0.2236,0.4771,0.3243,0.3653,0.0056
saturated,0.95,5,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0403,0.2818,0.5174,0.316,0.8799,0.0
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0403,0.2798,0.4472,0.3236,0.7743,0.0
strong,0.46,4,EXTRACT_GIVENS+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0403,0.2596,0.5285,0.3264,0.5326,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0403,0.2565,0.4646,0.341,0.6743,0.0
standard,0.24,4,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0403,0.227,0.5028,0.3465,0.4889,0.0
standard,0.24,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.0403,0.2026,0.4562,0.3854,0.4729,0.0
standard,0.24,3,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.0403,0.1996,0.4549,0.3861,0.4667,0.0
strong,0.46,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+DANGER_CHECK,0.0396,0.2828,0.5403,0.3167,0.4604,0.0167
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+DANGER_CHECK,0.0396,0.2212,0.4521,0.3611,0.5687,0.0167
standard,0.24,4,STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0396,0.2663,0.5618,0.3104,0.4257,0.0111
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNCERTAINTY_BOUND+DANGER_CHECK,0.0396,0.2393,0.5292,0.3438,0.45,0.0111
saturated,0.95,4,SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0396,0.282,0.5021,0.3014,0.5986,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0396,0.2754,0.4694,0.3201,0.6514,0.0056
strong,0.46,4,EXTRACT_GIVENS+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0396,0.2529,0.5208,0.3312,0.5556,0.0056
standard,0.24,4,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0396,0.2378,0.5028,0.3285,0.4688,0.0056
very_strong,0.7,2,UNIT_TRACK+VERIFY_RESULT,0.0396,0.2336,0.4688,0.3646,0.4764,0.0056
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0396,0.2305,0.4965,0.3444,0.584,0.0056
saturated,0.95,3,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES,0.0396,0.2575,0.5049,0.3597,0.6486,0.0
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0396,0.2528,0.5035,0.3333,0.6083,0.0
strong,0.46,3,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES,0.0396,0.2447,0.4597,0.3674,0.4667,0.0
strong,0.46,3,UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0396,0.2431,0.5014,0.334,0.5076,0.0
very_strong,0.7,3,MAP_RELATION+STEP_COMPUTE+COMPARE_AXES,0.0396,0.2428,0.4278,0.3778,0.5979,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0396,0.2424,0.5417,0.3583,0.5472,0.0
standard,0.24,5,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0396,0.2396,0.5014,0.3118,0.5069,0.0
strong,0.46,5,SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0396,0.2333,0.4778,0.3458,0.6396,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0396,0.2196,0.484,0.3722,0.6965,0.0
strong,0.46,4,SOURCE_BOUNDARY+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0396,0.1993,0.4313,0.3812,0.6139,0.0
strong,0.46,3,MAP_RELATION+STEP_COMPUTE+COMPARE_AXES,0.0396,0.1887,0.3778,0.4042,0.5611,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0389,0.2436,0.5563,0.3333,0.4958,0.0167
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0389,0.2772,0.5486,0.3312,0.6111,0.0111
very_strong,0.7,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK,0.0389,0.2595,0.5076,0.3465,0.559,0.0111
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0389,0.2579,0.5361,0.3271,0.4965,0.0111
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0389,0.255,0.5229,0.3417,0.5174,0.0111
standard,0.24,4,UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0389,0.2482,0.5382,0.3174,0.4743,0.0111
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+DANGER_CHECK,0.0389,0.2443,0.484,0.3535,0.7569,0.0111
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0389,0.2787,0.4514,0.3208,0.7701,0.0056
saturated,0.95,4,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0389,0.2748,0.5326,0.3507,0.6583,0.0056
standard,0.24,2,EXTRACT_GIVENS+VERIFY_RESULT,0.0389,0.2472,0.5576,0.325,0.3271,0.0056
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0389,0.2351,0.4306,0.3618,0.5826,0.0056
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE,0.0389,0.2317,0.4833,0.3785,0.4146,0.0056
standard,0.24,5,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0389,0.2293,0.4889,0.3278,0.5056,0.0056
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0389,0.2259,0.4528,0.3375,0.6271,0.0056
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0389,0.2773,0.5062,0.3278,0.6229,0.0
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0389,0.2503,0.4549,0.3472,0.6681,0.0
saturated,0.95,2,MAP_RELATION+DANGER_CHECK,0.0389,0.248,0.4993,0.3097,0.4681,0.0
strong,0.46,2,EXTRACT_GIVENS+MAP_RELATION,0.0389,0.2479,0.4694,0.3479,0.3826,0.0
very_strong,0.7,3,STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0389,0.2472,0.4903,0.3556,0.5333,0.0
standard,0.24,4,STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0389,0.2432,0.5285,0.3076,0.4479,0.0
strong,0.46,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE,0.0389,0.2421,0.4861,0.3604,0.4951,0.0
standard,0.24,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0389,0.2407,0.5465,0.3493,0.559,0.0
standard,0.24,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.0389,0.2358,0.484,0.3583,0.4972,0.0
very_strong,0.7,3,MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND,0.0389,0.2299,0.4035,0.3563,0.5146,0.0
very_strong,0.7,3,MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN,0.0389,0.21,0.4431,0.3688,0.591,0.0
very_strong,0.7,3,UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.0389,0.1835,0.4181,0.4056,0.6792,0.0
standard,0.24,5,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0382,0.2427,0.4924,0.3424,0.4653,0.0167
saturated,0.95,3,SOURCE_BOUNDARY+MAP_RELATION+DANGER_CHECK,0.0382,0.2795,0.5104,0.3076,0.534,0.0056
saturated,0.95,4,MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0382,0.2668,0.4826,0.3097,0.6181,0.0056
standard,0.24,4,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0382,0.252,0.4951,0.3132,0.4069,0.0056
standard,0.24,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0382,0.2477,0.5146,0.3049,0.5201,0.0056
strong,0.46,6,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0382,0.2406,0.4535,0.3431,0.6771,0.0056
standard,0.24,3,MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0382,0.2355,0.5042,0.3396,0.3972,0.0056
very_strong,0.7,2,EXTRACT_GIVENS+UNCERTAINTY_BOUND,0.0382,0.2691,0.4938,0.3514,0.4056,0.0
standard,0.24,4,STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0382,0.269,0.5993,0.2972,0.4674,0.0
standard,0.24,6,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0382,0.2511,0.5444,0.3236,0.5771,0.0
standard,0.24,4,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0382,0.245,0.5271,0.3222,0.4215,0.0
standard,0.24,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.0382,0.2447,0.5229,0.3361,0.5049,0.0
standard,0.24,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0382,0.2429,0.5014,0.3222,0.5028,0.0
strong,0.46,4,MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0382,0.2384,0.4562,0.3604,0.5424,0.0
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+DANGER_CHECK,0.0382,0.2365,0.5319,0.3493,0.4639,0.0
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0382,0.2353,0.3819,0.3729,0.684,0.0
standard,0.24,7,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0382,0.235,0.4986,0.3431,0.6097,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0382,0.2291,0.4062,0.3785,0.6681,0.0
strong,0.46,3,EXTRACT_GIVENS+COMPARE_AXES+UNCERTAINTY_BOUND,0.0382,0.2274,0.4618,0.4049,0.4736,0.0
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0382,0.2267,0.4243,0.3778,0.7604,0.0
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0382,0.2192,0.5042,0.3715,0.4444,0.0
strong,0.46,2,MAP_RELATION+STEP_COMPUTE,0.0382,0.1995,0.4201,0.3819,0.4625,0.0
strong,0.46,4,SOURCE_BOUNDARY+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0382,0.1966,0.4681,0.3882,0.6181,0.0
standard,0.24,3,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE,0.0382,0.1872,0.4625,0.4167,0.4583,0.0
standard,0.24,6,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0375,0.2474,0.5333,0.334,0.5403,0.0167
standard,0.24,5,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0375,0.2425,0.5361,0.3465,0.4965,0.0167
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0375,0.282,0.4618,0.3257,0.6653,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND,0.0375,0.2731,0.4667,0.3153,0.6535,0.0056
standard,0.24,4,EXTRACT_GIVENS+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0375,0.2538,0.5444,0.3236,0.4271,0.0056
strong,0.46,4,STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0375,0.2388,0.5118,0.3299,0.5444,0.0056
standard,0.24,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0375,0.2128,0.4625,0.3514,0.5264,0.0056
saturated,0.95,6,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0375,0.2823,0.4743,0.3333,0.9611,0.0
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND+DANGER_CHECK,0.0375,0.2586,0.4507,0.3326,0.4903,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN,0.0375,0.2381,0.4667,0.3743,0.6514,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0375,0.2371,0.5375,0.3382,0.5368,0.0
standard,0.24,4,EXTRACT_GIVENS+UNIT_TRACK+UNCERTAINTY_BOUND+DANGER_CHECK,0.0375,0.2291,0.5382,0.3625,0.4347,0.0
saturated,0.95,4,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0375,0.2226,0.4125,0.384,0.7931,0.0
strong,0.46,2,EXTRACT_GIVENS+UNIT_TRACK,0.0375,0.1903,0.4576,0.3812,0.4847,0.0
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0368,0.2544,0.4597,0.3486,0.6389,0.0111
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0368,0.2542,0.5569,0.3097,0.5806,0.0111
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+DANGER_CHECK,0.0368,0.2354,0.5292,0.3688,0.4931,0.0111
standard,0.24,7,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0368,0.2268,0.4653,0.3299,0.5819,0.0111
strong,0.46,3,EXTRACT_GIVENS+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0368,0.2862,0.5875,0.3076,0.4507,0.0056
standard,0.24,4,SOURCE_BOUNDARY+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0368,0.2586,0.5285,0.3153,0.4437,0.0056
saturated,0.95,3,MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0368,0.2539,0.4882,0.3326,0.6083,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0368,0.2466,0.4417,0.3611,0.7257,0.0056
very_strong,0.7,4,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES,0.0368,0.2459,0.4368,0.359,0.6271,0.0056
standard,0.24,4,EXTRACT_GIVENS+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0368,0.2388,0.5583,0.35,0.4465,0.0056
standard,0.24,7,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0368,0.2187,0.4792,0.3312,0.6104,0.0056
standard,0.24,3,STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0368,0.2156,0.5229,0.3549,0.4507,0.0056
saturated,0.95,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0368,0.288,0.5389,0.3431,0.6875,0.0
saturated,0.95,2,VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0368,0.268,0.5549,0.316,0.4188,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND,0.0368,0.2602,0.4507,0.3597,0.5646,0.0
very_strong,0.7,2,SOURCE_BOUNDARY+VERIFY_RESULT,0.0368,0.2601,0.4819,0.3215,0.4694,0.0
very_strong,0.7,4,MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0368,0.2554,0.4681,0.3285,0.5583,0.0
standard,0.24,4,EXTRACT_GIVENS+MAP_RELATION+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0368,0.2547,0.5743,0.3257,0.4181,0.0
strong,0.46,3,EXTRACT_GIVENS+UNIT_TRACK+DANGER_CHECK,0.0368,0.253,0.5319,0.3431,0.4924,0.0
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0368,0.2527,0.4021,0.3451,0.7229,0.0
saturated,0.95,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0368,0.2517,0.4229,0.3701,0.8826,0.0
very_strong,0.7,2,EXTRACT_GIVENS+UNIT_TRACK,0.0368,0.2342,0.5014,0.3812,0.4833,0.0
standard,0.24,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0368,0.2085,0.4799,0.3556,0.6021,0.0
standard,0.24,5,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0368,0.2006,0.4986,0.3965,0.5792,0.0
very_strong,0.7,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+ORIGINAL_TASK_RETURN,0.0361,0.2821,0.5479,0.3326,0.5028,0.0111
standard,0.24,5,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0361,0.2661,0.5722,0.2944,0.5,0.0111
standard,0.24,6,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0361,0.2367,0.5181,0.3271,0.5181,0.0111
strong,0.46,3,EXTRACT_GIVENS+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0361,0.2553,0.5319,0.3167,0.4437,0.0056
strong,0.46,3,VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0361,0.2489,0.4882,0.3396,0.4583,0.0056
standard,0.24,4,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0361,0.2202,0.4764,0.3535,0.4847,0.0056
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0361,0.2182,0.4292,0.3944,0.7153,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0361,0.2812,0.4694,0.3257,0.7354,0.0
strong,0.46,4,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.0361,0.2653,0.4917,0.3368,0.5868,0.0
standard,0.24,4,SOURCE_BOUNDARY+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0361,0.2628,0.5715,0.3049,0.459,0.0
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0361,0.253,0.5368,0.3271,0.5292,0.0
standard,0.24,5,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0361,0.2522,0.509,0.325,0.5368,0.0
strong,0.46,3,UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0361,0.2508,0.4847,0.3312,0.4646,0.0
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+DANGER_CHECK,0.0361,0.2473,0.4611,0.35,0.7382,0.0
very_strong,0.7,3,UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0361,0.2459,0.4889,0.3139,0.5132,0.0
very_strong,0.7,3,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE,0.0361,0.2442,0.4285,0.375,0.5479,0.0
strong,0.46,3,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT,0.0361,0.237,0.4806,0.366,0.5271,0.0
strong,0.46,3,MAP_RELATION+UNCERTAINTY_BOUND+DANGER_CHECK,0.0361,0.2344,0.4556,0.3243,0.4396,0.0
strong,0.46,5,SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0361,0.2072,0.4493,0.3826,0.6743,0.0
very_strong,0.7,3,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES,0.0354,0.2643,0.4806,0.3354,0.5806,0.0111
