signal,signal_strength,bundle_size,bundle,pass_rate,mean_score,classified_rate,cascade_rate,avg_distractors,worst_task_rate
very_strong,0.7,6,SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0854,0.3276,0.4833,0.2931,0.7514,0.0
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0847,0.3495,0.5757,0.2639,0.5118,0.0389
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0847,0.3513,0.5972,0.2694,0.516,0.0278
saturated,0.95,3,VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0847,0.3955,0.5833,0.2493,0.3986,0.0167
very_strong,0.7,4,VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0847,0.3742,0.5312,0.2472,0.5257,0.0111
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0847,0.3713,0.5132,0.3,0.6396,0.0111
saturated,0.95,6,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0847,0.3588,0.5382,0.266,0.7792,0.0111
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0847,0.3351,0.5444,0.3049,0.4972,0.0111
very_strong,0.7,3,EXTRACT_GIVENS+COMPARE_AXES+DANGER_CHECK,0.0847,0.3167,0.5639,0.3076,0.5715,0.0111
saturated,0.95,4,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0847,0.4044,0.5917,0.2472,0.625,0.0056
strong,0.46,4,SOURCE_BOUNDARY+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0847,0.3491,0.5528,0.284,0.4889,0.0056
strong,0.46,4,STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0847,0.3592,0.6028,0.2618,0.459,0.0
very_strong,0.7,3,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT,0.0847,0.3448,0.5049,0.2882,0.5125,0.0
strong,0.46,4,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0847,0.3251,0.5278,0.2924,0.4799,0.0
strong,0.46,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0847,0.3157,0.5167,0.3104,0.6236,0.0
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES+UNCERTAINTY_BOUND,0.0847,0.3058,0.4958,0.3389,0.5882,0.0
saturated,0.95,4,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES,0.0847,0.2767,0.4458,0.3826,0.7604,0.0
saturated,0.95,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.084,0.3575,0.5236,0.2792,0.7438,0.0278
very_strong,0.7,3,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES,0.084,0.4013,0.5993,0.2708,0.459,0.0167
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.084,0.374,0.5715,0.3063,0.7604,0.0167
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.084,0.3674,0.5715,0.2965,0.6937,0.0167
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN,0.084,0.317,0.5542,0.3028,0.5625,0.0167
standard,0.24,7,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.084,0.3564,0.6243,0.2812,0.4889,0.0111
saturated,0.95,4,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.084,0.3343,0.5708,0.3229,0.6833,0.0056
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT,0.084,0.328,0.6083,0.2917,0.4076,0.0
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.084,0.3145,0.5465,0.3299,0.5194,0.0
standard,0.24,5,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0833,0.3727,0.675,0.2535,0.3937,0.0278
standard,0.24,6,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0833,0.3604,0.6521,0.2403,0.4431,0.0278
strong,0.46,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0833,0.3391,0.5125,0.2812,0.6444,0.0222
standard,0.24,6,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0833,0.328,0.6125,0.3021,0.4521,0.0167
saturated,0.95,3,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES,0.0833,0.4136,0.6111,0.2653,0.4528,0.0056
strong,0.46,3,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT,0.0833,0.3476,0.5535,0.2847,0.4146,0.0056
strong,0.46,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0833,0.3406,0.5778,0.309,0.6542,0.0056
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND,0.0833,0.3202,0.5257,0.3312,0.4479,0.0056
standard,0.24,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0833,0.3122,0.5333,0.325,0.4854,0.0056
saturated,0.95,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0833,0.3319,0.4597,0.3306,0.7535,0.0
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0833,0.3256,0.5549,0.2819,0.4201,0.0
strong,0.46,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0833,0.315,0.475,0.3097,0.6083,0.0
standard,0.24,4,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT,0.0833,0.2914,0.5729,0.35,0.4125,0.0
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0826,0.3716,0.5139,0.2736,0.6944,0.0222
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0826,0.3457,0.5556,0.309,0.5986,0.0167
very_strong,0.7,4,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0826,0.3284,0.5049,0.3028,0.5701,0.0111
strong,0.46,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.0826,0.3174,0.5597,0.2847,0.5549,0.0111
standard,0.24,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.0826,0.3103,0.5549,0.2875,0.4507,0.0111
saturated,0.95,4,MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0826,0.3707,0.5778,0.2701,0.5625,0.0056
saturated,0.95,5,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0826,0.3648,0.55,0.2903,0.7757,0.0056
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0826,0.3496,0.5833,0.3007,0.5806,0.0056
standard,0.24,6,MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0826,0.3494,0.5972,0.2319,0.4299,0.0056
very_strong,0.7,6,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0826,0.3529,0.5167,0.2819,0.7035,0.0
standard,0.24,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0826,0.3077,0.5451,0.3347,0.4604,0.0
strong,0.46,4,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0826,0.2935,0.5215,0.3375,0.5354,0.0
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0819,0.3486,0.509,0.2736,0.6424,0.0222
strong,0.46,4,MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0819,0.3552,0.5389,0.2514,0.4236,0.0167
very_strong,0.7,3,VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0819,0.3403,0.609,0.2736,0.4576,0.0167
strong,0.46,4,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0819,0.3391,0.5326,0.2826,0.4951,0.0111
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0819,0.3307,0.6174,0.2875,0.45,0.0056
strong,0.46,4,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.0819,0.278,0.5076,0.3396,0.5208,0.0056
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0819,0.3602,0.4813,0.3049,0.6944,0.0
saturated,0.95,3,STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0819,0.3434,0.5694,0.2875,0.5312,0.0
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0819,0.3405,0.534,0.284,0.4917,0.0
strong,0.46,5,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0813,0.3541,0.584,0.2549,0.5535,0.0222
strong,0.46,3,EXTRACT_GIVENS+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0813,0.3705,0.6215,0.2632,0.4132,0.0111
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0813,0.3623,0.5972,0.2819,0.5201,0.0111
strong,0.46,4,MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0813,0.3505,0.5549,0.2639,0.4854,0.0111
standard,0.24,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0813,0.3383,0.6104,0.2701,0.509,0.0111
strong,0.46,6,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0813,0.3441,0.5236,0.2875,0.6299,0.0056
very_strong,0.7,3,STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0813,0.3407,0.5333,0.2722,0.4882,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0813,0.3203,0.5361,0.3125,0.725,0.0056
saturated,0.95,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0813,0.3329,0.5208,0.2889,0.8868,0.0
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0813,0.331,0.4542,0.3292,0.7785,0.0
saturated,0.95,4,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES,0.0813,0.3306,0.5417,0.3549,0.7479,0.0
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES,0.0813,0.3214,0.4958,0.3361,0.5493,0.0
strong,0.46,5,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0813,0.3181,0.4986,0.3104,0.5694,0.0
strong,0.46,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0813,0.2987,0.4778,0.3111,0.5514,0.0
saturated,0.95,4,SOURCE_BOUNDARY+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0813,0.2945,0.5014,0.3104,0.6222,0.0
standard,0.24,4,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.0806,0.348,0.6354,0.2681,0.3833,0.0389
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0806,0.3476,0.5062,0.3083,0.6111,0.0222
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0806,0.3461,0.5285,0.2993,0.4194,0.0222
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0806,0.3437,0.5618,0.3021,0.5194,0.0222
very_strong,0.7,4,EXTRACT_GIVENS+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0806,0.4054,0.6236,0.259,0.5222,0.0167
saturated,0.95,6,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0806,0.3864,0.5583,0.2611,0.7986,0.0167
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0806,0.3299,0.5979,0.3069,0.3785,0.0167
strong,0.46,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0806,0.3186,0.5285,0.2757,0.5813,0.0167
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+DANGER_CHECK,0.0806,0.356,0.5674,0.2806,0.4382,0.0111
strong,0.46,4,VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0806,0.3532,0.5938,0.2597,0.4451,0.0111
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0806,0.3331,0.6056,0.2896,0.5354,0.0111
saturated,0.95,4,EXTRACT_GIVENS+UNIT_TRACK+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0806,0.374,0.6146,0.2507,0.5944,0.0056
very_strong,0.7,3,EXTRACT_GIVENS+STEP_COMPUTE+DANGER_CHECK,0.0806,0.3604,0.5618,0.2854,0.4632,0.0056
saturated,0.95,5,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0806,0.3742,0.6167,0.2576,0.7806,0.0
saturated,0.95,5,SOURCE_BOUNDARY+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0806,0.3412,0.5458,0.2861,0.7035,0.0
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNCERTAINTY_BOUND+DANGER_CHECK,0.0806,0.3327,0.5806,0.3187,0.4604,0.0
strong,0.46,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0806,0.3126,0.5097,0.3118,0.6444,0.0
standard,0.24,6,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0799,0.3508,0.6521,0.2861,0.4451,0.0444
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0799,0.3879,0.5132,0.275,0.5556,0.0333
strong,0.46,4,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0799,0.3712,0.6021,0.2687,0.5062,0.0333
very_strong,0.7,4,STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0799,0.3847,0.5597,0.2535,0.5139,0.0167
very_strong,0.7,4,VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0799,0.3571,0.5757,0.2736,0.5729,0.0167
standard,0.24,7,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0799,0.3569,0.6368,0.2611,0.5014,0.0167
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0799,0.3352,0.5535,0.3028,0.5194,0.0167
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0799,0.3569,0.6333,0.2764,0.4222,0.0111
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0799,0.3181,0.5042,0.3118,0.6299,0.0111
saturated,0.95,4,MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0799,0.3167,0.5132,0.291,0.5625,0.0111
very_strong,0.7,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.0799,0.3477,0.4806,0.2903,0.7271,0.0056
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND,0.0799,0.3277,0.5181,0.3236,0.5243,0.0056
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0799,0.2806,0.5118,0.3153,0.5132,0.0056
saturated,0.95,3,EXTRACT_GIVENS+MAP_RELATION+ORIGINAL_TASK_RETURN,0.0799,0.3699,0.5889,0.2583,0.4451,0.0
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES,0.0799,0.34,0.4993,0.3222,0.7208,0.0
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0799,0.3099,0.4833,0.3278,0.5576,0.0
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.0799,0.3042,0.4806,0.3576,0.7069,0.0
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0799,0.3028,0.4806,0.366,0.6347,0.0
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0792,0.342,0.5646,0.2889,0.6097,0.0333
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0792,0.3691,0.5444,0.2868,0.7972,0.0167
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0792,0.3462,0.6472,0.2764,0.4062,0.0167
standard,0.24,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0792,0.3244,0.584,0.2847,0.5049,0.0167
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0792,0.367,0.5542,0.2639,0.6333,0.0111
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0792,0.3408,0.5174,0.275,0.6167,0.0056
very_strong,0.7,5,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0792,0.3488,0.5701,0.3125,0.6889,0.0
very_strong,0.7,5,MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0792,0.3465,0.5208,0.2799,0.6625,0.0
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0792,0.3302,0.5007,0.3257,0.6271,0.0
very_strong,0.7,3,MAP_RELATION+STEP_COMPUTE+DANGER_CHECK,0.0792,0.3082,0.4979,0.3139,0.4694,0.0
standard,0.24,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0792,0.3041,0.5285,0.3028,0.5222,0.0
strong,0.46,4,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN,0.0792,0.303,0.5486,0.3292,0.5083,0.0
standard,0.24,4,EXTRACT_GIVENS+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0785,0.352,0.6764,0.2569,0.3917,0.05
standard,0.24,9,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0785,0.3183,0.5507,0.284,0.5965,0.0444
standard,0.24,9,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0785,0.337,0.5549,0.2715,0.5896,0.0389
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0785,0.4002,0.5597,0.2667,0.6542,0.0167
standard,0.24,4,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0785,0.3365,0.6188,0.2597,0.3354,0.0167
strong,0.46,6,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0785,0.334,0.5243,0.3007,0.6201,0.0167
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0785,0.3693,0.6125,0.2819,0.5444,0.0111
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0785,0.3515,0.4958,0.3056,0.7785,0.0111
very_strong,0.7,4,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0785,0.3441,0.4903,0.3056,0.5521,0.0111
saturated,0.95,6,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0785,0.3273,0.5201,0.2986,0.8826,0.0111
standard,0.24,4,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0785,0.3389,0.5944,0.2833,0.341,0.0056
strong,0.46,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0785,0.338,0.5271,0.2965,0.6375,0.0056
strong,0.46,3,EXTRACT_GIVENS+MAP_RELATION+DANGER_CHECK,0.0785,0.3316,0.5535,0.2979,0.3889,0.0056
saturated,0.95,5,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0785,0.3271,0.5021,0.3097,0.7222,0.0056
strong,0.46,5,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0785,0.3212,0.5431,0.3076,0.5819,0.0056
strong,0.46,7,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0785,0.3296,0.5076,0.2938,0.6778,0.0
saturated,0.95,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION,0.0778,0.3669,0.5535,0.2771,0.4729,0.0222
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+ORIGINAL_TASK_RETURN,0.0778,0.3846,0.5882,0.2882,0.5007,0.0167
